Name,Website,Symbol,Ticker,Exchange,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Name,Industry,Sector,Year Founded,IPO Date,Headquarter Location,latitude,longitude,SEC ID,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"City, State,","City, County, State, Country",source,precision,CEO,CEO LinkedIn,CEO Pay,Salary Year,Arabesque Profile,Shortsqueeze Profile,,,Country,Sector,Size,Region,Industry,GC Score,ESG Score,Temperature Score,,State,Industry,Competency - Flexibility,Competency - Honesty,Competency - Changes according to the situation,Competency - Encourages initiative,Competency - Value driven decision-making,Competency - Delegating,Competency - Integrity,Competency - Leadership by example,Competency - Clear vision,Competency - Humility,Individual - Integrity/ethics,Individual - Analytic intelligence,Individual - Sense of urgency,Individual - Willingness to ask for help,Individual - Decision making,Individual - Ability to simplify,Individual - Creative Questioning approach,Individual - Leadership,Individual - Openness,Individual - Communications skills,Individual - People empathy,Individual - Potential problem identification,Individual - Vision/perspective,Individual - Ego drive,Individual - Non-political,Individual - Endurance,Individual - Willingness to take unqualified responsibility,Individual - Willingness to take the lead,Results Orientation - RESULTS ORIENTATION,Results Orientation - Market and customer knowledge,Results Orientation - Some familiarity with technology,Results Orientation - Articulates and champions a vision,"Results Orientation - Identifies, grows, and deploys core competencies",Results Orientation - Establishes strategy,Results Orientation - Focuses on profitability,Results Orientation - Builds a team,Results Orientation - Defines clear cut objectives,Results Orientation - Delivers objectives,Results Orientation - Removes obstacles for the team,Results Orientation - Establishes and enforces a culture,Results Orientation - Asks the right questions,Results Orientation - Focuses on both short and long term,Results Orientation - Early problem identification,Results Orientation - Ability to solve a problem,Results Orientation - Encourages continuous learning at all levels,Results Orientation - Reinforces mobility of the team and its core competencies
Dover Corp.,-,DOV,DOV,NYSE,Industrials,96.2,23.87,1.88,5.15,109.06,75.51,"15,600,000,000","1,513,291,000",2,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,Dover Corporation,Industrials,Industrial Machinery,1955,10/31/1985,"Downers Grove, Illinois",41.81,-88.01,29905,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Downers Grove, Illinois","Downers Grove, DuPage County, IL, US",MapQuest,city/town,Richard Tobin,0,"9,149,075.00",#REF!,https://sray.arabesque.com/dashboard/000HN5-E/Dover_Corporation,https://shortsqueeze.com/?symbol=DOV&submit=Short+Quote%E2%84%A135,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Stores,-,ROST,ROST,NASDAQ,Consumer Discretionary,75.06,26.52,0.82,2.83,85.66,52.85,"29,800,000,000","2,247,009,000",3,10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST,Ross Stores,Consumer Discretionary,Apparel Retail,1982,12/21/2009,"Dublin, California",37.71,-121.93,745732,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, California","Dublin, Alameda County, CA, US",MapQuest,city/town,Barbara Rentler,0,"12,024,336.00",#REF!,"https://sray.arabesque.com/dashboard/000VKZ-E/Ross_Stores,_Inc.",https://shortsqueeze.com/?symbol=ROST&submit=Short+Quote%E2%84%A136,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accenture plc,-,ACN,ACN,NYSE,Information Technology,150.51,25.47,1.71,5.44,162.6,114.82,"98,800,000,000","5,643,228,000",3,11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN,Accenture plc,Information Technology,IT Consulting & Other Services,1989,7/6/2011,"Dublin, Ireland",53.35,-6.26,1467373,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,David Rowland,0,"15,031,875.00",#REF!,https://sray.arabesque.com/dashboard/00C5YS-E/Accenture_Plc_Class_A,https://shortsqueeze.com/?symbol=ACN&submit=Short+Quote%E2%84%A137,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegion,-,ALLE,ALLE,NYSE,Industrials,77.32,21.07,0.8,2.37,89.81,66.72,"7,600,000,000","531,800,000",4,20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE,Allegion,Industrials,Building Products,1908,12/2/2013,"Dublin, Ireland",53.35,-6.26,1579241,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,David Petratis,0,"8,552,445.00",#REF!,https://sray.arabesque.com/dashboard/00FKBX-E/Allegion_PLC,https://shortsqueeze.com/?symbol=ALLE&submit=Short+Quote%E2%84%A138,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptiv Plc,-,APTV,APTV,NYSE,Consumer Discretionary,89.27,69.74,0.94,5.05,96.91,82.97,"24,900,000,000","2,370,000,000",2,8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APTV,Aptiv PLC,Consumer Discretionary,Auto Parts & Equipment,1994,12/24/2012,"Dublin, Ireland",53.35,-6.26,1521332,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,Kevin Clark,0,"15,164,533.00",#REF!,https://sray.arabesque.com/dashboard/00D7D5-E/Aptiv_PLC,https://shortsqueeze.com/?symbol=APTV&submit=Short+Quote%E2%84%A139,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eaton Corporation,-,ETN,ETN,NYSE,Industrials,79.41,17.08,2.94,6.68,89.85,69.45,"36,000,000,000","4,253,000,000",2,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1911,12/27/6146,"Dublin, Ireland",53.35,-6.26,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,eBay Inc.,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,Craig Arnold,0,"19,962,364.00",#REF!,https://sray.arabesque.com/dashboard/00DZZ3-E/Eaton_Corp._Plc,https://shortsqueeze.com/?symbol=ETN&submit=Short+Quote%E2%84%A140,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medtronic plc,-,MDT,MDT,NYSE,Health Care,78.38,17.04,2.26,2.89,89.72,75.44,"110,000,000,000","9,204,000,000",5,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT,Medtronic plc,Health Care,Health Care Equipment,1949,10/31/1986,"Dublin, Ireland",53.35,-6.26,1613103,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,Omar Ishrak,0,"17,796,325.00",#REF!,https://sray.arabesque.com/dashboard/0DRH2W-E/Medtronic_Plc,https://shortsqueeze.com/?symbol=MDT&submit=Short+Quote%E2%84%A141,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrigo,-,PRGO,PRGO,NYSE,Health Care,84.44,,0.73,-28.01,95.93,63.68,"12,300,000,000",0,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO,Perrigo,Health Care,Pharmaceuticals,2013 (1887),12/19/2011,"Dublin, Ireland",53.35,-6.26,1585364,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,Murray Kessler,0,"10,807,772.00",#REF!,https://sray.arabesque.com/dashboard/0D8QKN-E/Perrigo_Co._Plc,https://shortsqueeze.com/?symbol=PRGO&submit=Short+Quote%E2%84%A142,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERIS plc,-,STE,STE,NYSE,,,,,,,,,,,,,STERIS plc,Health Care,Health Care Equipment,1985,12/23/2019,"Dublin, Ireland",53.35,-6.26,1757898,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,Walter Rosebrough Jr.,0,"6,458,640.00",#REF!,https://sray.arabesque.com/dashboard/0K8PY3-E/STERIS_Plc,https://shortsqueeze.com/?symbol=STE&submit=Short+Quote%E2%84%A143,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate Technology,-,STX,STX,NASDAQ,Information Technology,47.44,11.51,5.09,2.58,56.45,30.6,"14,100,000,000","1,811,000,000",1,13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",1979,7/2/2012,"Dublin, Ireland",53.35,-6.26,1137789,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,#N/A,#N/A,#N/A,#REF!,https://sray.arabesque.com/dashboard/0037KG-E/Seagate_Technology_PLC,https://shortsqueeze.com/?symbol=STX&submit=Short+Quote%E2%84%A144,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trane Technologies plc,-,TT,TT,NYSE,,,,,,,,,,,,,Trane Technologies plc,Industrials,Building Products,1871,11/17/2010,"Dublin, Ireland",53.35,-6.26,1466258,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ireland","Dublin, IE",MapQuest,city/town,Michael Lamach,0,"24,217,128.00",#REF!,https://sray.arabesque.com/dashboard/000M41-E/Trane_Technologies_plc,https://shortsqueeze.com/?symbol=TT&submit=Short+Quote%E2%84%A145,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinal Health Inc.,-,CAH,CAH,NYSE,Health Care,66.63,12.29,2.84,4.04,84.88,54.66,"20,500,000,000","1,913,000,000",0,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,1971,5/27/1997,"Dublin, Ohio",40.1,-83.11,721371,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dublin, Ohio","Dublin, Franklin County, OH, US",MapQuest,city/town,Michael Kaufmann,0,"15,570,944.00",#REF!,"https://sray.arabesque.com/dashboard/000DCC-E/Cardinal_Health,_Inc.",https://shortsqueeze.com/?symbol=CAH&submit=Short+Quote%E2%84%A146,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verisign Inc.,-,VRSN,VRSN,NASDAQ,Information Technology,105.62,29.5,0,3.43,118.28,81.17,"10,800,000,000","767,864,000",12,11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,1995,2/1/2006,"Dulles, Virginia",38.91,-77.51,1014473,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Dulles, Virginia","Dulles, Loudoun County, VA, US",MapQuest,city/town,D. Bidzos,0,"9,024,073.00",#REF!,"https://sray.arabesque.com/dashboard/001VHN-E/VeriSign,_Inc.",https://shortsqueeze.com/?symbol=VRSN&submit=Short+Quote%E2%84%A147,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQVIA Holdings Inc.,-,IQV,IQV,NYSE,Health Care,95.23,21.74,0,0.76,110.67,75.94,"20,400,000,000","1,542,000,000",3,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,1982,8/29/2017,"Durham, North Carolina",36,-78.9,1478242,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Durham, North Carolina","Durham, Durham County, NC, US",MapQuest,city/town,Ari Bousbib,0,"22,139,776.00",#REF!,https://sray.arabesque.com/dashboard/0GKVG7-E/IQVIA_Holdings_Inc,https://shortsqueeze.com/?symbol=IQV&submit=Short+Quote%E2%84%A148,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Weston Holdings Inc,-,LW,LW,NYSE,,,,,,,,,,,,,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,2016 (1950),12/3/2018,"Eagle, Idaho",43.69,-116.35,1679273,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Eagle, Idaho","Eagle, Ada County, ID, US",MapQuest,city/town,Thomas Werner,0,"6,837,282.00",#REF!,"https://sray.arabesque.com/dashboard/0GDF04-E/Lamb_Weston_Holdings,_Inc.",https://shortsqueeze.com/?symbol=LW&submit=Short+Quote%E2%84%A149,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. H. Robinson Worldwide,-,CHRW,CHRW,NASDAQ,Industrials,90.47,26,1.99,3.57,100.18,63.41,"12,900,000,000","868,096,000",1,9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,1905,3/2/2007,"Eden Prairie, Minnesota",44.85,-93.46,1043277,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Eden Prairie, Minnesota","Eden Prairie, Hennepin County, MN, US",MapQuest,city/town,Robert Biesterfeld,0,"5,065,928.00",#REF!,"https://sray.arabesque.com/dashboard/001RND-E/C.H._Robinson_Worldwide,_Inc.",https://shortsqueeze.com/?symbol=CHRW&submit=Short+Quote%E2%84%A150,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Union Co,-,WU,WU,NYSE,Information Technology,18.81,10.17,3.59,0.51,22.21,18.39,"8,950,000,000","694,600,000",2,13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,1851,9/29/2006,"Englewood, Colorado",39.65,-104.99,1365135,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Englewood, Colorado","Englewood, Arapahoe County, CO, US",MapQuest,city/town,Hikmet Ersek,0,"10,099,500.00",#REF!,https://sray.arabesque.com/dashboard/008C5Y-E/Western_Union_Company,https://shortsqueeze.com/?symbol=WU&submit=Short+Quote%E2%84%A151,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortive Corp,-,FTV,FTV,NYSE,Industrials,69.14,25.05,0.39,2.46,76.68,54.88,"24,900,000,000","1,508,300,000",5,7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV,Fortive Corp,Industrials,Industrial Machinery,2016,7/1/2016,"Everett, Washington",47.98,-122.2,1659166,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Everett, Washington","Everett, Snohomish County, WA, US",MapQuest,city/town,James Lico,0,"14,141,477.00",#REF!,https://sray.arabesque.com/dashboard/0FXYW8-E/Fortive_Corp.,https://shortsqueeze.com/?symbol=FTV&submit=Short+Quote%E2%84%A152,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Church & Dwight,-,CHD,CHD,NYSE,Consumer Staples,47.38,24.42,1.84,2.92,54.18,43.21,"11,800,000,000","868,000,000",3,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD,Church & Dwight,Consumer Staples,Household Products,1847,12/29/2015,"Ewing, New Jersey",40.27,-74.82,313927,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Ewing, New Jersey","Ewing, Mercer County, NJ, US",MapQuest,city/town,Matthew Farrell,0,"8,985,122.00",#REF!,"https://sray.arabesque.com/dashboard/000DQG-E/Church_&_Dwight_Co.,_Inc.",https://shortsqueeze.com/?symbol=CHD&submit=Short+Quote%E2%84%A153,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Pharmaceutical Services,-,WST,WST,NYSE,,,,,,,,,,,,,West Pharmaceutical Services,Health Care,Health Care Supplies,1923,5/22/2020,"Exton, Pennsylvania",40.03,-75.63,105770,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Exton, Pennsylvania","Exton, Chester County, PA, US",MapQuest,city/town,Eric Green,0,"6,533,688.00",#REF!,"https://sray.arabesque.com/dashboard/002H4W-E/West_Pharmaceutical_Services,_Inc.",https://shortsqueeze.com/?symbol=WST&submit=Short+Quote%E2%84%A154,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati Financial,-,CINF,CINF,NASDAQ,Financials,70.34,27.48,2.92,3.55,81.98,68.24,"11,900,000,000",0,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,1950,12/18/1997,"Fairfield, Ohio",39.34,-84.56,20286,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Fairfield, Ohio","Fairfield, Butler County, OH, US",MapQuest,city/town,Steven Johnston,0,"5,528,654.00",#REF!,https://sray.arabesque.com/dashboard/000DRH-E/Cincinnati_Financial_Corporation,https://shortsqueeze.com/?symbol=CINF&submit=Short+Quote%E2%84%A155,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Dynamics,-,GD,GD,NYSE,Industrials,206.05,20.71,1.56,9.55,229.54,181.94,"64,200,000,000","4,618,000,000",2,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,General Dynamics,Industrials,Aerospace & Defense,1899,3/4/1957,"Falls Church, Virginia",38.88,-77.17,40533,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Falls Church, Virginia","Falls Church, Falls Church City, VA, US",MapQuest,city/town,Phebe Novakovic,0,"18,313,204.00",#REF!,https://sray.arabesque.com/dashboard/000KYC-E/General_Dynamics_Corporation,https://shortsqueeze.com/?symbol=GD&submit=Short+Quote%E2%84%A156,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otis Worldwide,-,OTIS,OTIS,NYSE,,,,,,,,,,,,,Otis Worldwide,Industrials,Industrial Machinery,2020 (1853),4/3/2020,"Farmington, Connecticut",41.73,-72.82,1781335,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Farmington, Connecticut","Farmington, Hartford County, CT, US",MapQuest,city/town,#N/A,#N/A,#N/A,#REF!,"https://sray.arabesque.com/dashboard/05HWPV-E/Zardoya_Otis,_S.A.",https://shortsqueeze.com/?symbol=OTIS&submit=Short+Quote%E2%84%A157,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weyerhaeuser,-,WY,WY,NYSE,,,,,,,,,,,,,Weyerhaeuser,Real Estate,Specialized REITs,1900,9/5/2191,"Federal Way, Washington",47.32,-122.33,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Whirlpool Corp.,"Federal Way, Washington","Federal Way, King County, WA, US",MapQuest,city/town,Devin Stockfish,0,"9,957,168.00",#REF!,https://sray.arabesque.com/dashboard/000YVQ-E/Weyerhaeuser_Company,https://shortsqueeze.com/?symbol=WY&submit=Short+Quote%E2%84%A158,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerson Electric Company,-,EMR,EMR,NYSE,Industrials,66.4,25.74,2.81,2.35,74.45,56.77,"44,000,000,000","2,542,000,000",4,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,1890,3/31/1965,"Ferguson, Missouri",38.77,-90.28,32604,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Ferguson, Missouri","Ferguson, St. Louis County, MO, US",MapQuest,city/town,David Farr,0,"20,301,576.00",#REF!,https://sray.arabesque.com/dashboard/000J0M-E/Emerson_Electric_Co.,https://shortsqueeze.com/?symbol=EMR&submit=Short+Quote%E2%84%A159,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Petroleum,-,MPC,MPC,NYSE,Energy,62.79,16.06,2.83,6.85,73.53,47.39,"31,600,000,000","5,978,000,000",0,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,2009 (1887),7/1/2011,"Findlay, Ohio",41.04,-83.65,1510295,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Findlay, Ohio","Findlay, Hancock County, OH, US",MapQuest,city/town,Gary Heminger,0,"24,129,164.00",#REF!,https://sray.arabesque.com/dashboard/0BDGY2-E/Marathon_Petroleum_Corporation,https://shortsqueeze.com/?symbol=MPC&submit=Short+Quote%E2%84%A160,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoetis,-,ZTS,ZTS,NYSE,Health Care,71.51,32.8,0.68,1.65,80.13,52,"36,000,000,000","1,734,000,000",9,18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS,Zoetis,Health Care,Pharmaceuticals,1952,6/21/2013,"Florham Park, New Jersey",40.79,-74.39,1555280,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Florham Park, New Jersey","Florham Park, Morris County, NJ, US",MapQuest,city/town,Juan Alaix,0,"21,145,419.00",#REF!,"https://sray.arabesque.com/dashboard/05W76S-E/Zoetis,_Inc._Class_A",https://shortsqueeze.com/?symbol=ZTS&submit=Short+Quote%E2%84%A161,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrix Systems,-,CTXS,CTXS,NASDAQ,Information Technology,84.53,20.37,0,-0.24,95,73.33,"13,200,000,000","810,268,000",5,7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS,Citrix Systems,Information Technology,Application Software,1989,12/1/1999,"Fort Lauderdale, Florida",26.12,-80.14,877890,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Fort Lauderdale, Florida","Ft Lauderdale, Broward County, FL, US",MapQuest,city/town,David Henshall,0,"14,513,856.00",#REF!,"https://sray.arabesque.com/dashboard/0016FD-E/Citrix_Systems,_Inc.",https://shortsqueeze.com/?symbol=CTXS&submit=Short+Quote%E2%84%A162,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Airlines Group,-,AAL,AAL,NASDAQ,Industrials,48.6,9.92,0.78,3.91,59.08,39.21,"24,600,000,000","5,761,000,000",1,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL,American Airlines Group,Industrials,Airlines,1934,3/23/2015,"Fort Worth, Texas",32.74,-97.34,6201,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Fort Worth, Texas","Ft Worth, Tarrant County, TX, US",MapQuest,city/town,W. Parker,0,"11,571,714.00",#REF!,"https://sray.arabesque.com/dashboard/0D665Z-E/American_Airlines_Group,_Inc.",https://shortsqueeze.com/?symbol=AAL&submit=Short+Quote%E2%84%A163,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. R. Horton,-,DHI,DHI,NYSE,Consumer Discretionary,44.55,16.32,1.08,2.73,53.32,29.37,"17,400,000,000","1,691,000,000",1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI,D. R. Horton,Consumer Discretionary,Homebuilding,1978,6/22/2005,"Fort Worth, Texas",32.74,-97.34,882184,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Fort Worth, Texas","Ft Worth, Tarrant County, TX, US",MapQuest,city/town,David Auld,0,"14,351,631.00",#REF!,"https://sray.arabesque.com/dashboard/000LS9-E/D.R._Horton,_Inc.",https://shortsqueeze.com/?symbol=DHI&submit=Short+Quote%E2%84%A164,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
